Gene	Flk_Sp1WT	HE1_Sp1WT	HE2_Sp1WT	HP_Sp1WT
AI506816	1	1	1	1
AI597479	1	1	0	1
AI661453	0	0	0	0
AI662270	0	0	0	0
AI837181	0	0	0	0
AI839979	0	0	0	0
AI846148	0	0	0	0
AI987944	1	1	1	1
Aida	1	0	1	1
Aif1l	1	1	1	1
Aifm1	1	1	1	1
Aifm2	1	1	0	0
Aifm3	1	0	0	0
Aig1	1	1	1	1
Aim1	1	1	1	1
Aim1l	0	0	0	0
Aim2	0	0	1	1
Aimp1	0	1	0	0
Aimp2	1	1	1	1
Aip	1	1	1	1
Aire	0	0	0	0
Airn	1	1	1	1
Ajap1	1	0	0	1
Ajuba	1	1	1	1
Ak1	1	1	1	0
Ak2	1	1	1	1
Ak3	1	1	1	1
Ak4	1	1	1	1
Ak5	1	0	0	1
Ak6	0	1	0	0
Ak7	1	1	1	1
Ak8	1	1	0	0
Akap1	1	1	1	1
Akap10	1	1	1	1
Akap11	1	1	1	1
Akap12	1	1	1	1
Akap13	1	1	1	1
Akap17b	1	1	1	1
Akap2	1	1	1	1
Akap5	1	1	1	1
Akap6	0	1	1	0
Akap7	1	1	1	0
Akap8	1	1	1	1
Akap8l	1	1	1	1
Akap9	1	1	1	1
Akip1	1	1	1	1
Akirin1	1	1	1	1
Akirin2	1	1	1	1
Akna	1	1	1	0
Akr1a1	1	1	1	1
Akr1b10	1	1	1	1
Akr1b3	0	1	0	0
Akr1b8	0	0	0	0
Akr1c12	0	0	0	0
Akr1c13	0	0	1	0
Akr1cl	0	0	0	0
Akr1e1	1	1	1	1
Akr7a5	0	1	1	0
Akt1	1	1	1	1
Akt1s1	0	0	0	0
Akt2	1	1	1	1
Akt3	0	0	1	0
Aktip	1	1	1	1
Alad	1	1	1	1
Alas1	1	0	1	1
Alas2	0	0	0	0
Alcam	1	1	1	1
Aldh16a1	1	1	1	1
Aldh18a1	1	1	1	1
Aldh1a2	1	0	1	0
Aldh1b1	1	1	1	0
Aldh1l1	1	1	1	1
Aldh1l2	1	1	1	1
Aldh2	1	1	1	1
Aldh3a1	0	0	0	0
Aldh3a2	1	1	1	1
Aldh3b1	0	0	0	0
Aldh4a1	1	1	1	1
Aldh5a1	0	0	0	1
Aldh6a1	1	1	1	0
Aldh7a1	1	1	1	1
Aldh9a1	1	1	1	1
Aldoa	1	1	1	1
Aldoart2	0	0	0	0
Aldoc	1	1	1	1
Alg1	1	1	1	1
Alg10b	0	0	0	1
Alg11	0	1	1	1
Alg12	1	1	0	0
Alg13	1	1	1	1
Alg14	1	1	1	1
Alg2	1	1	0	0
Alg3	1	0	1	0
Alg5	0	0	0	0
Alg6	1	1	1	1
Alg8	1	1	1	1
Alg9	1	0	1	1
Alk	1	1	1	1
Alkbh1	1	1	1	1
Alkbh2	1	1	1	1
Alkbh3	1	1	1	1
Alkbh3os1	0	0	0	0
Alkbh4	0	0	0	0
Alkbh5	1	1	1	1
Alkbh6	1	1	1	1
Alkbh7	1	1	1	1
Alkbh8	1	1	1	1
Alms1	1	1	1	1
Alms1-ps2	0	0	0	0
Alox12	1	1	1	0
Alox15	0	0	0	0
Alox5	1	1	1	1
Alox5ap	0	0	0	0
Alpk1	1	1	1	1
Alpk3	1	1	1	1
Alpl	1	0	0	0
Als2	1	1	1	1
Als2cl	1	1	1	0
Alx3	1	0	1	1
Alyref	0	1	1	1
Alyref2	1	1	1	1
Amacr	1	1	1	1
Ambra1	1	1	1	1
Amd1	1	1	1	1
Amd2	1	1	1	1
Amdhd2	0	0	0	0
Amelx	0	0	0	0
Amer1	1	1	1	1
Amer3	1	1	1	1
Amfr	1	1	1	1
Amh	1	1	1	0
Amhr2	1	0	0	0
Amigo2	1	1	1	1
Amigo3	0	0	0	0
Ammecr1	1	1	1	1
Ammecr1l	1	1	1	1
Amn1	1	1	1	1
Amot	0	0	0	0
Amotl1	1	1	1	1
Amotl2	0	0	0	0
Ampd2	1	1	1	1
Ampd3	1	1	1	1
Amph	1	1	1	1
Amt	1	0	1	0
Amz1	0	0	0	0
Amz2	1	1	1	1
Anapc1	1	1	1	1
Anapc10	0	0	0	0
Anapc11	1	0	0	0
Anapc13	1	1	1	0
Anapc15	1	1	1	1
Anapc16	0	0	0	0
Anapc2	0	0	0	0
Anapc4	1	1	1	1
Anapc5	1	1	1	1
Anapc7	1	1	1	1
Angel1	0	0	0	0
Angel2	1	1	1	1
Angpt1	0	0	1	0
Angpt2	1	1	1	0
Angptl1	0	0	0	0
Angptl2	1	1	1	1
Angptl3	0	0	0	0
Angptl4	0	0	0	0
Angptl6	0	0	0	0
Angptl7	0	0	0	0
Angptl8	0	0	0	0
Ank	1	1	1	1
Ank1	1	1	1	1
Ank2	1	1	1	1
Ank3	1	1	1	1
Ankdd1b	0	0	0	0
Ankfy1	1	1	1	1
Ankhd1	0	0	0	0
Ankib1	1	1	1	1
Ankle1	1	1	1	1
Ankle2	1	1	1	1
Ankmy2	1	1	1	1
Ankra2	1	1	1	1
Ankrd1	0	1	1	1
Ankrd10	1	0	0	0
Ankrd11	1	1	1	1
Ankrd12	1	1	1	1
Ankrd13a	0	0	0	0
Ankrd13b	0	0	0	0
Ankrd13c	1	1	1	1
Ankrd13d	1	1	1	1
Ankrd16	1	1	1	1
Ankrd17	1	1	1	1
Ankrd23	0	0	0	0
Ankrd24	0	0	0	0
Ankrd26	1	1	1	1
Ankrd27	0	0	0	0
Ankrd28	1	1	1	1
Ankrd33b	1	1	1	1
Ankrd34a	0	0	0	0
Ankrd35	1	1	1	1
Ankrd37	1	1	1	1
Ankrd39	1	1	1	1
Ankrd40	1	1	1	1
Ankrd42	1	1	1	1
Ankrd44	1	1	1	1
Ankrd45	1	0	0	0
Ankrd46	1	1	1	1
Ankrd49	0	0	0	0
Ankrd50	1	1	1	1
Ankrd52	1	1	1	1
Ankrd54	1	1	1	1
Ankrd6	1	1	1	1
Ankrd61	0	0	0	0
Ankrd63	1	0	1	1
Ankrd9	1	1	1	1
Anks1	1	1	1	1
Anks1b	1	1	1	1
Anks3	0	1	0	0
Anks6	1	1	1	1
Ankzf1	0	0	1	0
Anln	1	1	1	1
Ano1	1	0	0	0
Ano10	1	1	1	1
Ano3	1	1	1	1
Ano6	1	1	1	1
Ano8	0	0	0	0
Ano9	0	0	0	0
Anp32a	1	1	1	1
Anp32b	1	1	1	1
Anp32e	1	1	1	1
Anpep	0	0	0	0
Antxr1	1	1	0	0
Antxr2	1	1	1	1
Anxa1	0	0	0	0
Anxa11	1	0	1	1
Anxa2	1	1	1	1
Anxa3	1	1	1	1
Anxa4	1	1	1	1
Anxa5	0	0	0	0
Anxa6	1	1	1	1
Anxa7	1	1	1	1
Anxa8	0	0	0	0
Anxa9	0	0	0	0
Aoah	0	0	0	0
Aoc2	1	0	0	0
Aox1	1	1	1	1
Ap1ar	1	1	1	1
Ap1b1	1	1	1	1
Ap1g1	1	1	1	1
Ap1g2	1	1	1	1
Ap1m1	1	1	1	1
Ap1m2	1	1	1	1
Ap1s1	1	1	1	1
Ap1s2	1	1	1	1
Ap1s3	1	1	1	1
Ap2a1	1	1	1	1
Ap2a2	1	1	1	1
Ap2b1	1	1	1	1
Ap2m1	1	1	1	1
Ap2s1	1	1	1	1
Ap3b1	0	0	0	0
Ap3b2	1	1	1	1
Ap3d1	1	1	1	1
Ap3m1	0	0	0	0
Ap3m2	1	1	1	1
Ap3s1	1	1	1	1
Ap3s2	1	0	1	1
Ap4b1	0	0	0	1
Ap4e1	1	1	1	1
Ap4m1	0	0	0	0
Ap4s1	0	0	0	0
Ap5b1	1	1	1	1
Ap5m1	1	1	1	1
Ap5s1	1	1	1	1
Ap5z1	1	1	1	1
Apaf1	1	1	1	1
Apba2	1	0	1	1
Apba3	1	0	1	0
Apbb1	1	1	1	1
Apbb1ip	1	1	1	1
Apbb2	1	1	1	1
Apbb3	1	0	0	1
Apc	1	1	1	1
Apcdd1	1	1	1	1
Apeh	1	1	1	1
Apela	1	1	1	1
Apex1	0	0	1	0
Apex2	1	1	1	1
Aph1a	1	1	1	1
Aph1b	1	1	1	1
Aph1c	1	1	1	1
Api5	1	1	1	1
Apip	0	0	0	0
Apitd1	1	1	1	1
Aplf	1	1	1	1
Apln	1	0	1	0
Aplnr	1	1	1	1
Aplp1	1	1	1	1
Aplp2	1	1	1	1
Apmap	1	1	1	1
Apoa1bp	1	1	1	1
Apoa2	0	0	0	0
Apobec1	0	1	1	1
Apobec2	0	0	0	0
Apobec3	1	1	1	1
Apobr	0	0	0	0
Apoc1	0	0	0	0
Apoc2	0	0	0	0
Apod	0	0	0	0
Apoe	0	0	0	0
Apol6	0	0	0	0
Apol7d	0	0	0	1
Apol8	0	0	0	0
Apol9b	0	0	0	0
Apold1	0	1	1	0
Apom	0	0	0	0
Apoo	1	1	1	1
Apoo-ps	0	0	0	0
Apool	1	1	1	1
Apopt1	0	0	1	0
App	1	1	1	1
Appbp2	1	1	1	1
Appbp2os	0	0	0	0
Appl1	1	1	1	1
Appl2	1	1	1	1
Aprt	1	1	1	1
Aptx	1	1	1	1
Aqp1	1	0	1	0
Aqp11	1	1	1	1
Aqp3	1	0	0	0
Aqp5	1	0	0	1
Aqp8	0	0	0	1
Aqr	1	1	1	1
Araf	1	1	1	1
Arap1	1	1	1	1
Arap2	1	1	1	1
Arap3	1	1	1	1
Arc	1	1	1	1
Arcn1	1	1	1	1
Arel1	0	0	1	0
Arf1	1	1	1	1
Arf2	1	1	1	1
Arf3	1	1	1	1
Arf4	0	0	0	0
Arf5	1	1	1	1
Arf6	1	1	1	1
Arfgap1	1	1	1	1
Arfgap2	1	1	1	1
Arfgap3	1	1	1	1
Arfgef1	1	1	1	1
Arfgef2	1	1	1	1
Arfgef3	0	1	0	0
Arfip1	1	1	1	1
Arfip2	0	0	0	0
Arfrp1	0	0	0	0
Arg2	1	1	1	0
Arglu1	0	0	0	0
Arhgap1	1	1	1	0
Arhgap10	1	1	1	1
Arhgap11a	1	1	1	1
Arhgap12	1	1	1	1
Arhgap15	0	0	0	0
Arhgap17	1	1	1	1
Arhgap18	1	1	1	1
Arhgap19	1	1	1	1
Arhgap20	1	1	1	1
Arhgap21	0	0	0	0
Arhgap22	0	0	0	0
Arhgap23	1	1	1	1
Arhgap25	0	1	1	1
Arhgap26	1	1	1	1
Arhgap27	1	1	1	1
Arhgap27os3	0	0	0	0
Arhgap28	0	0	0	0
Arhgap29	1	1	1	1
Arhgap30	0	0	0	1
Arhgap31	1	1	1	1
Arhgap32	1	0	0	0
Arhgap33	1	1	1	1
Arhgap35	1	1	1	1
Arhgap36	0	0	0	0
Arhgap39	1	1	1	1
Arhgap4	0	0	0	0
Arhgap42	1	1	1	1
Arhgap44	1	1	1	1
Arhgap45	0	0	0	0
Arhgap5	0	0	0	0
Arhgap6	1	1	1	1
Arhgap8	1	0	0	0
Arhgap9	1	0	0	0
Arhgdia	1	1	1	1
Arhgdib	1	1	1	1
Arhgdig	0	0	0	0
Arhgef1	1	1	1	1
Arhgef10	1	1	1	1
Arhgef10l	1	1	1	0
Arhgef11	1	1	1	1
Arhgef12	1	1	1	1
Arhgef15	0	0	0	0
Arhgef16	1	0	0	0
Arhgef17	0	0	0	0
Arhgef18	1	1	1	1
Arhgef19	0	0	0	0
Arhgef2	1	1	1	1
Arhgef25	1	1	1	1
Arhgef26	1	1	1	1
Arhgef28	1	1	1	1
Arhgef3	1	1	1	1
Arhgef39	1	1	1	1
Arhgef4	1	1	1	1
Arhgef40	1	1	1	1
Arhgef5	1	1	1	1
Arhgef6	0	0	0	0
Arhgef7	1	1	1	1
Arhgef9	1	1	1	1
Arid1a	1	1	1	1
Arid1b	1	1	1	1
Arid2	1	1	1	0
Arid3a	1	1	1	1
Arid3b	0	0	0	0
Arid4a	1	0	1	1
Arid4b	0	0	1	1
Arid5a	1	1	1	1
Arid5b	0	0	1	0
Arih1	1	1	1	1
Arih2	1	1	1	1
Arl1	1	0	0	0
Arl10	1	1	1	1
Arl13b	1	1	1	1
Arl14ep	1	1	1	1
Arl14epl	0	0	0	0
Arl15	1	1	1	1
Arl16	1	1	1	1
Arl2	1	1	1	1
Arl2bp	1	1	1	1
Arl3	1	0	1	0
Arl4a	1	1	1	1
Arl4c	1	1	1	1
Arl4d	1	1	1	1
Arl5a	0	1	1	0
Arl5b	0	1	0	0
Arl5c	1	1	1	1
Arl6	1	1	1	1
Arl6ip1	1	1	1	1
Arl6ip4	0	0	0	0
Arl6ip5	1	1	1	1
Arl6ip6	1	0	1	0
Arl8a	1	1	1	1
Arl8b	1	1	1	1
Armc1	1	1	1	1
Armc10	0	1	1	0
Armc5	0	0	0	0
Armc6	1	1	1	0
Armc7	1	1	1	1
Armc8	1	1	1	1
Armc9	1	1	1	1
Armcx1	1	1	1	1
Armcx2	1	1	1	0
Armcx3	1	1	1	0
Armcx4	1	0	0	0
Armcx5	0	0	0	0
Armcx6	1	1	1	1
Armt1	0	1	0	0
Arnt	1	1	1	1
Arnt2	1	1	1	1
Arntl	1	1	1	1
Arntl2	0	0	0	0
Arpc1a	1	1	1	1
Arpc1b	1	1	1	1
Arpc2	1	1	1	1
Arpc3	1	0	0	1
Arpc4	1	1	1	1
Arpc5	1	1	1	1
Arpc5l	1	1	1	1
Arpin	1	1	1	0
Arpp19	1	1	1	1
Arrb1	1	1	1	1
Arrb2	1	1	1	1
Arrdc1	1	1	1	1
Arrdc2	1	1	1	1
Arrdc3	1	1	1	1
Arrdc4	1	1	1	1
Arsa	0	0	0	0
Arsg	0	0	0	0
Arsk	0	1	0	1
Art4	1	1	1	1
Art5	0	0	0	1
Arv1	0	0	0	0
Arvcf	1	1	1	1
Arxes1	1	1	1	1
Arxes2	1	1	1	1
As3mt	1	0	0	0
Asah1	1	1	1	1
Asah2	0	0	0	0
Asap1	1	1	1	1
Asap2	1	1	1	1
Asap3	1	1	1	1
Asb1	1	1	1	1
Asb12	0	0	0	0
Asb13	1	1	1	1
Asb14	0	0	0	0
Asb3	0	0	1	1
Asb4	0	0	0	0
Asb6	1	1	1	1
Asb7	0	0	1	0
Asb8	1	1	1	1
Ascc1	0	0	0	0
Ascc2	1	1	1	1
Ascc3	1	1	1	1
Ascl2	1	0	1	0
Asf1a	1	1	1	1
Asf1b	1	1	1	1
Ash1l	0	0	0	0
Ash2l	1	1	1	1
Asic1	0	0	0	0
Asic2	1	1	1	1
Asic4	0	0	0	0
Asl	1	1	1	1
Asna1	1	1	1	1
Asns	1	1	1	1
Asnsd1	1	1	1	1
Aspa	0	0	0	0
Aspg	1	1	1	0
Asph	1	1	1	1
Asphd2	0	0	0	0
Aspm	1	1	1	1
Aspn	0	0	0	0
Aspscr1	1	1	1	1
Asrgl1	1	1	1	1
Ass1	0	0	0	0
Aste1	1	1	1	1
Astn1	1	0	0	0
Asxl1	1	1	1	1
Asxl2	1	1	1	1
Asxl3	1	1	1	1
Atad1	1	1	1	1
Atad2	1	1	1	1
Atad2b	1	1	1	1
Atad3a	1	0	1	1
Atad5	1	1	1	1
Atat1	1	1	1	1
Atcay	0	0	0	0
Ate1	1	1	1	1
Atf1	1	1	1	1
Atf2	1	1	1	1
Atf3	1	1	1	1
Atf4	0	0	0	0
Atf5	0	0	0	0
Atf6	1	1	1	1
Atf6b	1	1	1	1
Atf7	0	0	0	0
Atf7ip	1	1	1	1
Atf7ip2	1	1	1	1
Atg10	1	1	1	1
Atg101	1	1	1	1
Atg12	0	0	0	0
Atg13	1	1	1	1
Atg14	1	1	1	1
Atg16l1	1	1	1	1
Atg16l2	1	1	1	1
Atg2a	1	1	1	1
Atg2b	1	0	1	1
Atg3	1	1	1	1
Atg4a	1	0	0	0
Atg4b	0	0	0	0
Atg4c	1	1	1	1
Atg4d	1	1	1	1
Atg5	1	1	1	1
Atg7	1	1	0	1
Atg9a	1	1	0	1
Atg9b	0	0	0	0
Atic	1	1	1	1
Atl1	1	1	1	1
Atl2	1	1	1	1
Atl3	1	1	1	1
Atm	0	0	0	0
Atmin	1	1	1	1
Atn1	1	1	1	1
Atoh8	1	0	1	0
Atox1	1	1	1	1
Atp10a	1	1	1	1
Atp10d	1	1	1	1
Atp11a	1	1	1	1
Atp11b	1	0	1	1
Atp11c	1	1	1	1
Atp13a1	1	1	1	1
Atp13a2	1	1	1	1
Atp13a3	1	1	1	1
Atp1a1	1	1	1	1
Atp1a2	0	0	0	0
Atp1a3	0	0	0	0
Atp1a4	0	0	0	0
Atp1b1	1	1	1	1
Atp1b2	1	1	1	1
Atp1b3	0	0	0	0
Atp23	0	0	0	0
Atp2a1	0	0	0	0
Atp2a2	1	1	1	1
Atp2a3	1	0	1	1
Atp2b1	1	1	1	1
Atp2b4	0	0	0	0
Atp2c1	1	1	1	1
Atp5a1	1	1	1	1
Atp5b	1	1	1	1
Atp5c1	1	1	1	1
Atp5d	1	1	1	1
Atp5e	1	1	1	1
Atp5f1	0	0	0	0
Atp5g1	1	1	1	1
Atp5g2	0	0	0	0
Atp5g3	1	1	1	1
Atp5h	0	0	0	0
Atp5j	0	0	0	0
Atp5j2	1	1	1	1
Atp5k	1	1	1	1
Atp5l	1	1	1	1
Atp5o	1	1	1	1
Atp5s	0	1	0	1
Atp5sl	1	1	1	1
Atp6ap1	1	1	1	1
Atp6ap2	1	1	1	1
Atp6v0a1	1	1	1	1
Atp6v0a2	1	1	1	1
Atp6v0a4	0	0	0	0
Atp6v0b	1	1	1	1
Atp6v0c	0	1	0	0
Atp6v0c-ps2	1	0	1	1
Atp6v0d1	1	1	1	1
Atp6v0e	1	1	1	1
Atp6v0e2	1	0	0	0
Atp6v1a	0	0	0	0
Atp6v1b2	1	0	0	0
Atp6v1c1	1	1	1	1
Atp6v1d	0	0	0	0
Atp6v1e1	1	1	1	1
Atp6v1f	1	1	1	1
Atp6v1g1	1	1	1	1
Atp6v1g2	0	1	0	1
Atp6v1h	1	1	1	1
Atp7a	1	1	1	1
Atp7b	1	0	0	0
Atp8a1	1	1	1	1
Atp8a2	1	1	0	0
Atp8b1	1	1	1	1
Atp8b2	1	1	1	1
Atp9a	1	1	1	1
Atp9b	1	1	1	1
Atpaf1	1	1	1	1
Atpaf2	0	0	0	0
Atpif1	0	0	0	0
Atr	0	0	0	0
Atraid	0	0	0	0
Atrip	1	1	1	1
Atrn	1	1	1	1
Atrnl1	1	1	1	1
Atrx	0	0	0	0
Atxn1	1	1	1	1
Atxn10	1	1	1	1
Atxn1l	1	1	1	1
Atxn2	1	1	1	1
Atxn2l	1	1	1	1
Atxn3	1	1	1	1
Atxn7	1	1	1	1
Atxn7l1	1	1	1	0
Atxn7l2	0	0	0	0
Atxn7l3	1	1	1	1
Atxn7l3b	1	1	1	1
AU015836	0	0	0	0
AU018091	0	0	0	0
AU019823	0	0	0	0
AU022252	0	0	0	0
AU040320	0	1	1	1
AU040972	0	0	0	0
AU041133	1	1	1	1
Auh	1	1	1	1
Aunip	1	1	1	1
Aup1	0	0	1	0
Aurka	0	0	0	0
Aurkaip1	1	1	1	1
Aurkb	1	1	1	1
Aurkc	0	0	0	0
Auts2	1	1	1	1
AV039307	0	0	0	0
AV051173	0	0	0	0
Aven	1	1	1	1
Avl9	1	1	1	1
Avpi1	1	1	1	1
AW011738	1	1	1	1
AW146154	1	1	1	1
AW209491	1	1	1	1
AW549542	0	0	0	0
AW549877	1	1	1	0
AW551984	1	1	1	0
AW554918	0	0	0	0
Awat2	0	0	0	0
Axdnd1	1	1	1	1
Axin1	1	1	1	1
Axin2	1	1	1	1
Axl	1	0	0	1
AY074887	0	0	0	0
Aym1	0	0	0	0
Azi2	1	1	1	1
Azin1	1	1	1	1
Azin2	1	1	1	1
B020031M17Rik	0	0	0	0
B130006D01Rik	0	0	0	0
B130034C11Rik	0	0	0	0
B230118H07Rik	1	1	1	1
B230208H11Rik	1	1	1	1
B230216N24Rik	1	1	1	0
B230217C12Rik	1	1	1	0
B230219D22Rik	1	1	1	1
B230307C23Rik	1	1	1	1
B230311B06Rik	0	0	0	1
B230319C09Rik	0	0	0	0
B230354K17Rik	0	0	0	0
B2m	1	1	1	1
B330016D10Rik	1	1	1	1
B3galnt1	1	1	1	1
B3galnt2	0	0	0	0
B3galt2	0	0	0	0
B3galt4	0	0	0	0
B3galt6	0	0	0	0
B3gat2	1	1	1	1
B3gat3	1	1	1	1
B3glct	1	1	1	1
B3gnt2	1	1	1	1
B3gnt4	0	0	0	0
B3gnt5	1	1	1	1
B3gnt7	1	1	1	1
B3gnt8	1	1	1	1
B3gnt9	1	1	1	1
B3gntl1	1	1	1	1
B430010I23Rik	1	1	1	1
B430212C06Rik	0	0	0	0
B4galnt1	1	1	1	1
B4galnt2	0	1	0	0
B4galnt3	1	1	1	1
B4galnt4	1	1	1	0
B4galt1	1	1	1	1
B4galt2	0	0	0	0
B4galt3	1	1	1	1
B4galt4	1	1	1	1
B4galt5	1	1	1	1
B4galt6	1	1	1	1
B4galt7	1	1	1	1
B4gat1	1	1	1	1
B630019K06Rik	0	1	1	1
B930059L03Rik	0	0	0	0
B9d1	1	1	1	1
B9d2	1	1	1	1
Babam1	1	1	1	1
Bace1	1	1	1	1
Bace2	1	1	1	1
Bach1	1	1	1	1
Bach2	0	0	0	0
Bad	1	1	1	1
Bag1	1	1	1	1
Bag2	1	1	1	1
Bag3	1	1	1	1
Bag4	1	1	0	1
Bag5	1	1	0	1
Bag6	1	1	1	1
Bahcc1	0	0	0	0
Bahd1	1	1	1	1
Baiap2	1	1	1	1
Baiap2l1	1	1	1	1
Baiap2l2	0	0	0	0
Bak1	1	1	1	1
Bambi	1	1	1	1
Banf1	0	0	1	1
Banp	1	1	1	1
Bap1	0	0	0	1
Bard1	1	1	1	1
Barhl2	1	1	1	1
Basp1	1	0	1	1
Batf	0	0	0	0
Batf3	1	1	1	1
Bax	1	1	1	1
Baz1a	1	1	1	1
Baz1b	1	1	1	1
Baz2a	1	1	1	1
Baz2b	1	1	1	1
BB218582	1	1	1	1
BB287469	0	0	0	0
Bbc3	1	1	1	1
Bbip1	1	1	0	0
Bbof1	0	1	0	0
Bbs1	1	0	0	0
Bbs10	1	1	1	1
Bbs12	0	1	1	0
Bbs2	1	1	1	1
Bbs4	1	1	1	1
Bbs5	1	1	1	1
Bbs7	1	1	1	1
Bbs9	1	1	1	1
Bbx	1	1	1	1
BC002163	0	0	0	0
BC003331	1	1	1	1
BC003965	1	1	0	1
BC004004	1	1	1	1
BC005537	1	1	1	1
BC005561	1	1	1	1
BC005624	0	0	0	0
BC016579	1	0	0	1
BC017158	0	1	1	1
BC017643	1	1	1	1
BC020402	0	0	0	0
BC021767	1	1	1	1
BC022687	1	1	1	1
BC024978	0	0	0	0
BC025920	1	1	1	1
BC026585	1	1	1	1
BC028528	0	0	0	0
BC029214	1	1	1	1
BC029722	1	1	1	1
BC030336	1	1	1	1
BC030867	1	1	1	1
BC031181	1	1	1	1
BC031361	0	0	0	0
BC035044	0	0	0	0
BC037034	0	0	0	0
BC037704	0	0	0	0
BC048403	1	1	1	1
BC049715	0	0	0	0
BC049762	0	0	0	0
BC051142	1	1	1	1
BC051226	0	1	0	1
BC052040	1	1	1	1
BC055324	1	1	1	0
BC064078	0	0	0	0
BC065397	0	0	0	0
Bcam	0	0	0	0
Bcap29	1	1	1	1
Bcap31	0	0	1	0
Bcar1	0	0	0	0
Bcar3	1	1	1	1
Bcas1	0	0	0	0
Bcas2	1	1	1	1
Bcas3	1	1	1	1
Bcas3os1	0	0	0	0
Bcas3os2	0	0	0	0
Bcat1	1	0	1	0
Bcat2	1	1	1	1
Bccip	0	0	0	0
Bcdin3d	1	1	1	1
Bche	1	1	1	1
Bckdha	0	0	0	0
Bckdhb	1	1	1	1
Bckdk	1	1	1	1
Bcl10	1	1	1	1
Bcl11a	1	1	1	1
Bcl2	1	1	1	1
Bcl2a1d	0	0	0	0
Bcl2l1	1	1	1	1
Bcl2l11	1	1	1	1
Bcl2l12	0	0	0	0
Bcl2l13	1	1	1	1
Bcl2l14	0	0	0	0
Bcl2l15	0	0	0	0
Bcl2l2	1	1	1	1
Bcl3	0	0	1	0
Bcl6	1	1	1	1
Bcl6b	1	1	1	1
Bcl7a	1	1	1	1
Bcl7b	1	1	1	1
Bcl7c	0	0	0	0
Bcl9	1	1	1	1
Bcl9l	1	1	1	1
Bclaf1	0	0	0	0
Bcor	1	1	1	1
Bcorl1	1	0	0	0
Bcr	1	1	1	1
Bcs1l	0	0	0	0
Bdh1	1	1	1	1
Bdh2	1	1	1	1
Bdkrb2	1	1	1	1
Bdnf	1	1	1	1
Bdp1	1	1	1	1
Becn1	1	1	1	1
Begain	1	1	0	1
Bend3	1	1	1	1
Bend4	1	1	1	1
Bend5	1	1	1	1
Bend6	1	1	1	1
Bend7	1	1	1	1
Bet1	1	1	1	1
Bet1l	1	1	0	1
Bex1	0	0	0	0
Bex2	1	1	1	1
Bex3	1	1	1	1
Bex4	0	0	0	1
Bex6	0	0	0	0
Bfar	1	1	1	1
Bgn	0	0	0	0
Bhlha15	1	0	1	1
Bhlhb9	1	1	1	1
Bhlhe22	1	1	1	1
Bhlhe40	1	1	1	1
Bicc1	1	1	1	1
Bicd1	1	1	1	1
Bicd2	0	0	0	0
Bicdl1	0	0	0	0
Bicdl2	0	0	0	0
Bid	1	1	1	1
Bik	1	0	1	1
Bin1	1	1	1	1
Bin2	0	0	0	0
Bin3	1	1	1	1
Birc2	1	1	1	1
Birc3	1	1	1	1
Birc5	1	1	1	1
Birc6	1	1	1	1
Birc7	0	1	0	0
Bivm	0	1	0	1
Blcap	1	1	1	1
Blm	1	1	1	1
Blmh	1	1	1	1
Blnk	0	0	0	0
Bloc1s1	1	1	1	1
Bloc1s2	1	0	1	0
Bloc1s3	1	1	0	1
Bloc1s4	1	0	0	1
Bloc1s5	1	1	1	1
Bloc1s6	1	1	1	1
Blvra	1	1	1	1
Blvrb	1	1	1	1
Blzf1	1	1	0	1
Bmf	1	1	1	1
Bmi1	1	1	1	1
Bmp1	1	1	1	1
Bmp2	1	1	1	1
Bmp2k	1	1	1	1
Bmp4	0	0	0	0
Bmp5	0	0	0	0
Bmp6	1	1	1	1
Bmp7	1	1	1	1
Bmp8a	1	1	1	1
Bmp8b	0	0	0	1
Bmper	1	1	1	1
Bmpr1a	1	1	1	1
Bmpr1b	1	1	1	1
Bmpr2	1	1	1	1
Bms1	1	1	1	1
Bmt2	1	1	1	1
Bmyc	1	1	1	1
Bnc1	1	1	0	1
Bnc2	1	1	1	1
Bnip1	1	0	1	1
Bnip2	1	1	1	1
Bnip3	1	1	1	1
Bnip3l	1	1	1	1
Bnipl	1	0	0	0
Boc	0	0	0	0
Bod1	1	1	1	1
Bod1l	1	1	1	1
Bok	1	1	1	1
Bola1	0	0	0	0
Bola2	0	0	0	1
Bola3	1	1	1	1
Boll	1	1	1	1
Bop1	0	1	0	0
Bora	0	0	1	0
Borcs5	1	1	1	1
Borcs6	1	1	1	1
Borcs7	1	1	1	0
Borcs8	1	1	1	1
Bpgm	1	1	1	1
Bphl	1	1	1	1
Bpnt1	1	1	1	1
Bptf	1	1	1	1
Braf	1	1	1	1
Brap	1	1	1	1
Brat1	0	0	0	0
Brca1	0	0	0	0
Brca2	1	1	1	1
Brcc3	0	0	0	0
Brd1	1	1	1	1
Brd2	1	1	1	1
Brd3	1	1	1	1
Brd4	1	1	1	1
Brd7	1	1	1	1
Brd8	0	1	1	0
Brd9	0	0	0	0
Bre	1	1	1	1
Brf1	1	1	1	1
Brf2	1	1	1	1
Bri3	0	0	0	0
Bri3bp	1	1	1	1
Brinp1	1	1	1	1
Brip1	1	1	1	0
Brip1os	0	0	0	1
Brix1	0	0	0	0
Brk1	1	1	1	1
Brms1	1	1	1	1
Brms1l	1	1	1	1
Brox	0	0	0	0
Brpf1	1	1	1	1
